0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0,80.0,159.0,238.0,317.0,396.0,475.0,554.0,633.0,712.0,791.0,870.0,949.0,1028.0,1107.0,1186.0,1265.0,1344.0,1423.0,1502.0,1581.0,1660.0,1739.0,1818.0,1897.0,1976.0,2055.0,2134.0,2213.0,2292.0,2371.0,2450.0,2529.0,2607.0,2685.0,2763.0,2841.0,2919.0,2997.0,3075.0,3153.0,3231.0,3309.0,3387.0,3465.0,3543.0,3621.0,3699.0,3777.0,3855.0,3933.0,4011.0,4089.0,4167.0,4245.0,4323.0,4401.0,4479.0,4557.0,4635.0,4713.0,4791.0,4869.0,4947.0,5025.0,5102.0,5179.0,5256.0,5333.0,5410.0,5487.0,5564.0,5641.0,5718.0,5795.0,5872.0,5949.0,6026.0,6103.0,6180.0,6257.0,6334.0,6411.0,6488.0,6565.0,6642.0,6719.0,6796.0,6873.0,6950.0,7027.0,7104.0,7181.0,7258.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.4194,54.1636,66.2674,76.4793,85.48,93.6195,101.106,108.0753,114.6218,120.8142,126.7045,132.333,137.7318,142.9269,147.9399,152.7886,157.4882,162.0516,166.4901,170.8134,175.0301,179.1476,183.1727,187.1113,190.9688,194.75,198.4593,202.1006,205.6775,209.1934,212.6512,216.0537,219.3615,222.6202,225.832,228.9988,232.1225,235.2048,238.2473,241.2515,244.2188,247.1505,250.0479,252.9122,255.7445,258.5458,261.3172,264.0596,266.7739,269.4609,272.1214,274.7562,277.366,279.9516,282.5136,285.0526,287.5692,290.0641,292.5378,294.9908,297.4236,299.8367,302.2306,304.6058,306.9325,309.2418,311.534,313.8095,316.0687,318.3119,320.5395,322.7517,324.9489,327.1314,329.2995,331.4535,333.5936,335.7201,337.8333,339.9334,342.0206,344.0953,346.1576,348.2077,350.2458,352.2722,354.287,356.2905,358.2829,360.2643,362.2349,364.1949,366.1444
